,orig.ident,nCount_RNA,nFeature_RNA,RNA_snn_res.0.8,seurat_clusters,pANN_0.25_0.09_205,DF.classifications_0.25_0.09_205,DF.classifications_0.25_0.09_179,pANN_0.25_0.09_149,DF.classifications_0.25_0.09_149,DF.classifications_0.25_0.09_130
Cell_1585,Cell,7721,1687,5,5,0.341463414634146,Singlet,Singlet,0.341463414634146,Singlet,Singlet
Cell_1586,Cell,431,303,4,4,0.00914634146341463,Singlet,Singlet,0.00914634146341463,Singlet,Singlet
Cell_1587,Cell,4185,1244,1,1,0.204268292682927,Singlet,Singlet,0.204268292682927,Singlet,Singlet
Cell_1588,Cell,3872,1218,3,3,0.213414634146341,Singlet,Singlet,0.213414634146341,Singlet,Singlet
Cell_1589,Cell,2379,977,1,1,0.106707317073171,Singlet,Singlet,0.106707317073171,Singlet,Singlet
Cell_1590,Cell,1973,883,0,0,0.198170731707317,Singlet,Singlet,0.198170731707317,Singlet,Singlet
Cell_1591,Cell,1460,710,2,2,0.134146341463415,Singlet,Singlet,0.134146341463415,Singlet,Singlet
Cell_1592,Cell,1993,932,3,3,0.128048780487805,Singlet,Singlet,0.128048780487805,Singlet,Singlet
Cell_1593,Cell,1045,593,3,3,0.106707317073171,Singlet,Singlet,0.106707317073171,Singlet,Singlet
Cell_1594,Cell,3233,1193,0,0,0.402439024390244,Doublet,Doublet,0.402439024390244,Doublet,Doublet
Cell_1595,Cell,1036,566,9,9,0.143292682926829,Singlet,Singlet,0.143292682926829,Singlet,Singlet
Cell_1596,Cell,1719,867,3,3,0.222560975609756,Singlet,Singlet,0.222560975609756,Singlet,Singlet
Cell_1597,Cell,2674,1086,3,3,0.225609756097561,Singlet,Singlet,0.225609756097561,Singlet,Singlet
Cell_1598,Cell,5104,1495,5,5,0.310975609756098,Singlet,Singlet,0.310975609756098,Singlet,Singlet
Cell_1599,Cell,2325,955,2,2,0.176829268292683,Singlet,Singlet,0.176829268292683,Singlet,Singlet
Cell_1600,Cell,1937,896,3,3,0.228658536585366,Singlet,Singlet,0.228658536585366,Singlet,Singlet
Cell_1601,Cell,2709,1132,0,0,0.429878048780488,Doublet,Doublet,0.429878048780488,Doublet,Doublet
Cell_1602,Cell,969,534,0,0,0.0426829268292683,Singlet,Singlet,0.0426829268292683,Singlet,Singlet
Cell_1603,Cell,340,260,4,4,0.0121951219512195,Singlet,Singlet,0.0121951219512195,Singlet,Singlet
Cell_1604,Cell,626,424,4,4,0.0396341463414634,Singlet,Singlet,0.0396341463414634,Singlet,Singlet
Cell_1605,Cell,2429,999,0,0,0.240853658536585,Singlet,Singlet,0.240853658536585,Singlet,Singlet
Cell_1606,Cell,2081,897,0,0,0.228658536585366,Singlet,Singlet,0.228658536585366,Singlet,Singlet
Cell_1607,Cell,403,309,6,6,0.0304878048780488,Singlet,Singlet,0.0304878048780488,Singlet,Singlet
Cell_1608,Cell,862,505,3,3,0.0731707317073171,Singlet,Singlet,0.0731707317073171,Singlet,Singlet
Cell_1609,Cell,1217,655,2,2,0.0975609756097561,Singlet,Singlet,0.0975609756097561,Singlet,Singlet
Cell_1610,Cell,1988,916,0,0,0.225609756097561,Singlet,Singlet,0.225609756097561,Singlet,Singlet
Cell_1611,Cell,4725,1463,5,5,0.310975609756098,Singlet,Singlet,0.310975609756098,Singlet,Singlet
Cell_1612,Cell,2494,971,2,2,0.176829268292683,Singlet,Singlet,0.176829268292683,Singlet,Singlet
Cell_1613,Cell,652,421,2,2,0.0426829268292683,Singlet,Singlet,0.0426829268292683,Singlet,Singlet
Cell_1614,Cell,1611,812,3,3,0.0945121951219512,Singlet,Singlet,0.0945121951219512,Singlet,Singlet
Cell_1615,Cell,1263,706,3,3,0.0853658536585366,Singlet,Singlet,0.0853658536585366,Singlet,Singlet
Cell_1616,Cell,883,538,6,6,0.13109756097561,Singlet,Singlet,0.13109756097561,Singlet,Singlet
Cell_1617,Cell,2571,1021,2,2,0.231707317073171,Singlet,Singlet,0.231707317073171,Singlet,Singlet
Cell_1618,Cell,1729,776,2,2,0.134146341463415,Singlet,Singlet,0.134146341463415,Singlet,Singlet
Cell_1619,Cell,1287,709,3,3,0.100609756097561,Singlet,Singlet,0.100609756097561,Singlet,Singlet
Cell_1620,Cell,1075,665,3,3,0.11890243902439,Singlet,Singlet,0.11890243902439,Singlet,Singlet
Cell_1621,Cell,516,344,3,3,0.0304878048780488,Singlet,Singlet,0.0304878048780488,Singlet,Singlet
Cell_1622,Cell,3624,1230,1,1,0.192073170731707,Singlet,Singlet,0.192073170731707,Singlet,Singlet
Cell_1623,Cell,881,560,6,6,0.109756097560976,Singlet,Singlet,0.109756097560976,Singlet,Singlet
Cell_1624,Cell,663,440,4,4,0.0304878048780488,Singlet,Singlet,0.0304878048780488,Singlet,Singlet
Cell_1625,Cell,1626,794,7,7,0.192073170731707,Singlet,Singlet,0.192073170731707,Singlet,Singlet
Cell_1626,Cell,935,536,2,2,0.106707317073171,Singlet,Singlet,0.106707317073171,Singlet,Singlet
Cell_1627,Cell,2823,1093,0,0,0.338414634146341,Singlet,Singlet,0.338414634146341,Singlet,Singlet
Cell_1628,Cell,1396,686,7,7,0.115853658536585,Singlet,Singlet,0.115853658536585,Singlet,Singlet
Cell_1629,Cell,4570,1407,5,5,0.292682926829268,Singlet,Singlet,0.292682926829268,Singlet,Singlet
Cell_1630,Cell,470,342,4,4,0.0274390243902439,Singlet,Singlet,0.0274390243902439,Singlet,Singlet
Cell_1631,Cell,3980,1264,5,5,0.210365853658537,Singlet,Singlet,0.210365853658537,Singlet,Singlet
Cell_1632,Cell,3193,1157,0,0,0.326219512195122,Singlet,Singlet,0.326219512195122,Singlet,Singlet
Cell_1633,Cell,433,315,4,4,0.0213414634146341,Singlet,Singlet,0.0213414634146341,Singlet,Singlet
Cell_1634,Cell,1291,704,7,7,0.149390243902439,Singlet,Singlet,0.149390243902439,Singlet,Singlet
Cell_1635,Cell,3957,1326,5,5,0.253048780487805,Singlet,Singlet,0.253048780487805,Singlet,Singlet
Cell_1636,Cell,3490,1200,5,5,0.234756097560976,Singlet,Singlet,0.234756097560976,Singlet,Singlet
Cell_1637,Cell,3787,1238,5,5,0.204268292682927,Singlet,Singlet,0.204268292682927,Singlet,Singlet
Cell_1638,Cell,1134,645,6,6,0.149390243902439,Singlet,Singlet,0.149390243902439,Singlet,Singlet
Cell_1639,Cell,2710,1062,0,0,0.280487804878049,Singlet,Singlet,0.280487804878049,Singlet,Singlet
Cell_1640,Cell,4695,1384,5,5,0.274390243902439,Singlet,Singlet,0.274390243902439,Singlet,Singlet
Cell_1641,Cell,579,372,6,6,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_1642,Cell,1216,640,7,7,0.0823170731707317,Singlet,Singlet,0.0823170731707317,Singlet,Singlet
Cell_1643,Cell,3606,1257,5,5,0.298780487804878,Singlet,Singlet,0.298780487804878,Singlet,Singlet
Cell_1644,Cell,3158,1152,0,0,0.38719512195122,Doublet,Doublet,0.38719512195122,Doublet,Doublet
Cell_1645,Cell,2525,967,2,2,0.185975609756098,Singlet,Singlet,0.185975609756098,Singlet,Singlet
Cell_1646,Cell,2015,884,0,0,0.149390243902439,Singlet,Singlet,0.149390243902439,Singlet,Singlet
Cell_1647,Cell,637,439,6,6,0.0426829268292683,Singlet,Singlet,0.0426829268292683,Singlet,Singlet
Cell_1648,Cell,1693,734,0,0,0.0640243902439024,Singlet,Singlet,0.0640243902439024,Singlet,Singlet
Cell_1649,Cell,1433,680,2,2,0.103658536585366,Singlet,Singlet,0.103658536585366,Singlet,Singlet
Cell_1650,Cell,1591,781,1,1,0.0823170731707317,Singlet,Singlet,0.0823170731707317,Singlet,Singlet
Cell_1651,Cell,1017,622,6,6,0.155487804878049,Singlet,Singlet,0.155487804878049,Singlet,Singlet
Cell_1652,Cell,5947,1495,5,5,0.277439024390244,Singlet,Singlet,0.277439024390244,Singlet,Singlet
Cell_1653,Cell,1817,900,3,3,0.192073170731707,Singlet,Singlet,0.192073170731707,Singlet,Singlet
Cell_1654,Cell,496,327,8,8,0.0365853658536585,Singlet,Singlet,0.0365853658536585,Singlet,Singlet
Cell_1655,Cell,710,413,7,7,0.024390243902439,Singlet,Singlet,0.024390243902439,Singlet,Singlet
Cell_1656,Cell,734,464,6,6,0.0487804878048781,Singlet,Singlet,0.0487804878048781,Singlet,Singlet
Cell_1657,Cell,2496,1068,3,3,0.182926829268293,Singlet,Singlet,0.182926829268293,Singlet,Singlet
Cell_1658,Cell,3206,1159,0,0,0.371951219512195,Doublet,Doublet,0.371951219512195,Doublet,Doublet
Cell_1659,Cell,4856,1358,1,1,0.225609756097561,Singlet,Singlet,0.225609756097561,Singlet,Singlet
Cell_1660,Cell,1349,700,3,3,0.0975609756097561,Singlet,Singlet,0.0975609756097561,Singlet,Singlet
Cell_1661,Cell,2069,813,2,2,0.103658536585366,Singlet,Singlet,0.103658536585366,Singlet,Singlet
Cell_1662,Cell,7813,1792,5,5,0.36280487804878,Doublet,Doublet,0.36280487804878,Doublet,Singlet
Cell_1663,Cell,4924,1494,2,2,0.50609756097561,Doublet,Doublet,0.50609756097561,Doublet,Doublet
Cell_1664,Cell,652,440,4,4,0.0396341463414634,Singlet,Singlet,0.0396341463414634,Singlet,Singlet
Cell_1665,Cell,680,441,4,4,0.0426829268292683,Singlet,Singlet,0.0426829268292683,Singlet,Singlet
Cell_1666,Cell,4498,1490,0,0,0.429878048780488,Doublet,Doublet,0.429878048780488,Doublet,Doublet
Cell_1667,Cell,6284,1632,0,0,0.448170731707317,Doublet,Doublet,0.448170731707317,Doublet,Doublet
Cell_1668,Cell,4272,1427,5,5,0.341463414634146,Singlet,Singlet,0.341463414634146,Singlet,Singlet
Cell_1669,Cell,2857,1149,3,3,0.259146341463415,Singlet,Singlet,0.259146341463415,Singlet,Singlet
Cell_1670,Cell,2727,1069,0,0,0.323170731707317,Singlet,Singlet,0.323170731707317,Singlet,Singlet
Cell_1671,Cell,2820,1105,0,0,0.384146341463415,Doublet,Doublet,0.384146341463415,Doublet,Doublet
Cell_1672,Cell,1987,894,9,9,0.310975609756098,Singlet,Singlet,0.310975609756098,Singlet,Singlet
Cell_1673,Cell,730,463,4,4,0.0396341463414634,Singlet,Singlet,0.0396341463414634,Singlet,Singlet
Cell_1674,Cell,2721,1079,3,3,0.179878048780488,Singlet,Singlet,0.179878048780488,Singlet,Singlet
Cell_1675,Cell,3164,1221,3,3,0.268292682926829,Singlet,Singlet,0.268292682926829,Singlet,Singlet
Cell_1676,Cell,3728,1347,5,5,0.304878048780488,Singlet,Singlet,0.304878048780488,Singlet,Singlet
Cell_1677,Cell,7668,1758,5,5,0.356707317073171,Doublet,Doublet,0.356707317073171,Singlet,Singlet
Cell_1678,Cell,287,222,4,4,0.00609756097560976,Singlet,Singlet,0.00609756097560976,Singlet,Singlet
Cell_1679,Cell,1411,756,6,6,0.192073170731707,Singlet,Singlet,0.192073170731707,Singlet,Singlet
Cell_1680,Cell,1467,780,3,3,0.161585365853659,Singlet,Singlet,0.161585365853659,Singlet,Singlet
Cell_1681,Cell,275,215,4,4,0.00914634146341463,Singlet,Singlet,0.00914634146341463,Singlet,Singlet
Cell_1682,Cell,2978,1078,2,2,0.274390243902439,Singlet,Singlet,0.274390243902439,Singlet,Singlet
Cell_1683,Cell,7449,1725,5,5,0.36280487804878,Doublet,Doublet,0.36280487804878,Doublet,Singlet
Cell_1684,Cell,2202,995,0,0,0.204268292682927,Singlet,Singlet,0.204268292682927,Singlet,Singlet
Cell_1685,Cell,4411,1402,5,5,0.317073170731707,Singlet,Singlet,0.317073170731707,Singlet,Singlet
Cell_1686,Cell,5903,1538,5,5,0.356707317073171,Doublet,Doublet,0.356707317073171,Singlet,Singlet
Cell_1687,Cell,1977,822,9,9,0.274390243902439,Singlet,Singlet,0.274390243902439,Singlet,Singlet
Cell_1688,Cell,1715,872,3,3,0.164634146341463,Singlet,Singlet,0.164634146341463,Singlet,Singlet
Cell_1689,Cell,5395,1536,0,0,0.390243902439024,Doublet,Doublet,0.390243902439024,Doublet,Doublet
Cell_1690,Cell,2649,1083,0,0,0.277439024390244,Singlet,Singlet,0.277439024390244,Singlet,Singlet
Cell_1691,Cell,8314,1832,5,5,0.384146341463415,Doublet,Doublet,0.384146341463415,Doublet,Doublet
Cell_1692,Cell,1461,737,7,7,0.13719512195122,Singlet,Singlet,0.13719512195122,Singlet,Singlet
Cell_1693,Cell,1560,825,3,3,0.176829268292683,Singlet,Singlet,0.176829268292683,Singlet,Singlet
Cell_1694,Cell,3768,1224,1,1,0.210365853658537,Singlet,Singlet,0.210365853658537,Singlet,Singlet
Cell_1695,Cell,2315,942,2,2,0.240853658536585,Singlet,Singlet,0.240853658536585,Singlet,Singlet
Cell_1696,Cell,2417,984,2,2,0.198170731707317,Singlet,Singlet,0.198170731707317,Singlet,Singlet
Cell_1697,Cell,722,484,4,4,0.0487804878048781,Singlet,Singlet,0.0487804878048781,Singlet,Singlet
Cell_1698,Cell,8367,1822,5,5,0.356707317073171,Doublet,Doublet,0.356707317073171,Singlet,Singlet
Cell_1699,Cell,2071,948,6,6,0.329268292682927,Singlet,Singlet,0.329268292682927,Singlet,Singlet
Cell_1700,Cell,9790,1919,5,5,0.375,Doublet,Doublet,0.375,Doublet,Doublet
Cell_1701,Cell,2549,1011,0,0,0.271341463414634,Singlet,Singlet,0.271341463414634,Singlet,Singlet
Cell_1702,Cell,365,283,4,4,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_1703,Cell,2427,1033,3,3,0.146341463414634,Singlet,Singlet,0.146341463414634,Singlet,Singlet
Cell_1704,Cell,1678,834,7,7,0.231707317073171,Singlet,Singlet,0.231707317073171,Singlet,Singlet
Cell_1705,Cell,1185,639,7,7,0.0945121951219512,Singlet,Singlet,0.0945121951219512,Singlet,Singlet
Cell_1706,Cell,4701,1427,5,5,0.304878048780488,Singlet,Singlet,0.304878048780488,Singlet,Singlet
Cell_1707,Cell,380,289,4,4,0.0274390243902439,Singlet,Singlet,0.0274390243902439,Singlet,Singlet
Cell_1708,Cell,5440,1493,5,5,0.301829268292683,Singlet,Singlet,0.301829268292683,Singlet,Singlet
Cell_1709,Cell,4195,1344,1,1,0.259146341463415,Singlet,Singlet,0.259146341463415,Singlet,Singlet
Cell_1710,Cell,466,327,4,4,0.0304878048780488,Singlet,Singlet,0.0304878048780488,Singlet,Singlet
Cell_1711,Cell,1245,650,7,7,0.100609756097561,Singlet,Singlet,0.100609756097561,Singlet,Singlet
Cell_1712,Cell,2455,1082,3,3,0.246951219512195,Singlet,Singlet,0.246951219512195,Singlet,Singlet
Cell_1713,Cell,1907,772,2,2,0.0975609756097561,Singlet,Singlet,0.0975609756097561,Singlet,Singlet
Cell_1714,Cell,836,533,6,6,0.0640243902439024,Singlet,Singlet,0.0640243902439024,Singlet,Singlet
Cell_1715,Cell,1525,805,7,7,0.222560975609756,Singlet,Singlet,0.222560975609756,Singlet,Singlet
Cell_1716,Cell,5605,1543,5,5,0.378048780487805,Doublet,Doublet,0.378048780487805,Doublet,Doublet
Cell_1717,Cell,4265,1381,1,1,0.24390243902439,Singlet,Singlet,0.24390243902439,Singlet,Singlet
Cell_1718,Cell,5393,1560,5,5,0.36890243902439,Doublet,Doublet,0.36890243902439,Doublet,Doublet
Cell_1719,Cell,1298,722,3,3,0.11890243902439,Singlet,Singlet,0.11890243902439,Singlet,Singlet
Cell_1720,Cell,3417,1204,1,1,0.198170731707317,Singlet,Singlet,0.198170731707317,Singlet,Singlet
Cell_1721,Cell,2097,869,2,2,0.189024390243902,Singlet,Singlet,0.189024390243902,Singlet,Singlet
Cell_1722,Cell,2544,1081,1,1,0.189024390243902,Singlet,Singlet,0.189024390243902,Singlet,Singlet
Cell_1723,Cell,5903,1620,5,5,0.38719512195122,Doublet,Doublet,0.38719512195122,Doublet,Doublet
Cell_1724,Cell,2455,1075,3,3,0.192073170731707,Singlet,Singlet,0.192073170731707,Singlet,Singlet
Cell_1725,Cell,1200,684,3,3,0.146341463414634,Singlet,Singlet,0.146341463414634,Singlet,Singlet
Cell_1726,Cell,563,383,4,4,0.0304878048780488,Singlet,Singlet,0.0304878048780488,Singlet,Singlet
Cell_1727,Cell,4709,1447,5,5,0.320121951219512,Singlet,Singlet,0.320121951219512,Singlet,Singlet
Cell_1728,Cell,3888,1217,2,2,0.335365853658537,Singlet,Singlet,0.335365853658537,Singlet,Singlet
Cell_1729,Cell,5681,1471,5,5,0.25609756097561,Singlet,Singlet,0.25609756097561,Singlet,Singlet
Cell_1730,Cell,2582,1053,7,7,0.265243902439024,Singlet,Singlet,0.265243902439024,Singlet,Singlet
Cell_1731,Cell,868,532,6,6,0.0853658536585366,Singlet,Singlet,0.0853658536585366,Singlet,Singlet
Cell_1732,Cell,3847,1314,5,5,0.274390243902439,Singlet,Singlet,0.274390243902439,Singlet,Singlet
Cell_1733,Cell,5806,1626,5,5,0.350609756097561,Doublet,Singlet,0.350609756097561,Singlet,Singlet
Cell_1734,Cell,1149,653,6,6,0.121951219512195,Singlet,Singlet,0.121951219512195,Singlet,Singlet
Cell_1735,Cell,1240,666,3,3,0.0792682926829268,Singlet,Singlet,0.0792682926829268,Singlet,Singlet
Cell_1736,Cell,2207,959,7,7,0.307926829268293,Singlet,Singlet,0.307926829268293,Singlet,Singlet
Cell_1737,Cell,3838,1340,2,2,0.365853658536585,Doublet,Doublet,0.365853658536585,Doublet,Doublet
Cell_1738,Cell,745,482,4,4,0.0731707317073171,Singlet,Singlet,0.0731707317073171,Singlet,Singlet
Cell_1739,Cell,958,523,7,7,0.0640243902439024,Singlet,Singlet,0.0640243902439024,Singlet,Singlet
Cell_1740,Cell,2181,883,0,0,0.100609756097561,Singlet,Singlet,0.100609756097561,Singlet,Singlet
Cell_1741,Cell,2793,1100,0,0,0.307926829268293,Singlet,Singlet,0.307926829268293,Singlet,Singlet
Cell_1742,Cell,2203,922,0,0,0.185975609756098,Singlet,Singlet,0.185975609756098,Singlet,Singlet
Cell_1743,Cell,3516,1231,1,1,0.213414634146341,Singlet,Singlet,0.213414634146341,Singlet,Singlet
Cell_1744,Cell,1697,755,2,2,0.0975609756097561,Singlet,Singlet,0.0975609756097561,Singlet,Singlet
Cell_1745,Cell,519,371,4,4,0.0304878048780488,Singlet,Singlet,0.0304878048780488,Singlet,Singlet
Cell_1746,Cell,2323,949,0,0,0.240853658536585,Singlet,Singlet,0.240853658536585,Singlet,Singlet
Cell_1747,Cell,3483,1282,0,0,0.371951219512195,Doublet,Doublet,0.371951219512195,Doublet,Doublet
Cell_1748,Cell,4559,1355,0,0,0.399390243902439,Doublet,Doublet,0.399390243902439,Doublet,Doublet
Cell_1749,Cell,1379,719,3,3,0.0823170731707317,Singlet,Singlet,0.0823170731707317,Singlet,Singlet
Cell_1750,Cell,5322,1533,0,0,0.405487804878049,Doublet,Doublet,0.405487804878049,Doublet,Doublet
Cell_1751,Cell,2762,950,2,2,0.167682926829268,Singlet,Singlet,0.167682926829268,Singlet,Singlet
Cell_1752,Cell,7284,1660,5,5,0.298780487804878,Singlet,Singlet,0.298780487804878,Singlet,Singlet
Cell_1753,Cell,1234,674,7,7,0.100609756097561,Singlet,Singlet,0.100609756097561,Singlet,Singlet
Cell_1754,Cell,1003,508,2,2,0.0487804878048781,Singlet,Singlet,0.0487804878048781,Singlet,Singlet
Cell_1755,Cell,618,408,6,6,0.0121951219512195,Singlet,Singlet,0.0121951219512195,Singlet,Singlet
Cell_1756,Cell,3049,1130,0,0,0.338414634146341,Singlet,Singlet,0.338414634146341,Singlet,Singlet
Cell_1757,Cell,2569,1021,3,3,0.164634146341463,Singlet,Singlet,0.164634146341463,Singlet,Singlet
Cell_1758,Cell,1253,677,6,6,0.158536585365854,Singlet,Singlet,0.158536585365854,Singlet,Singlet
Cell_1759,Cell,4126,1327,1,1,0.26219512195122,Singlet,Singlet,0.26219512195122,Singlet,Singlet
Cell_1760,Cell,7127,1683,5,5,0.353658536585366,Doublet,Doublet,0.353658536585366,Singlet,Singlet
Cell_1761,Cell,3177,1256,0,0,0.429878048780488,Doublet,Doublet,0.429878048780488,Doublet,Doublet
Cell_1762,Cell,4591,1425,5,5,0.240853658536585,Singlet,Singlet,0.240853658536585,Singlet,Singlet
Cell_1763,Cell,4206,1304,1,1,0.195121951219512,Singlet,Singlet,0.195121951219512,Singlet,Singlet
Cell_1764,Cell,3218,1203,3,3,0.228658536585366,Singlet,Singlet,0.228658536585366,Singlet,Singlet
Cell_1765,Cell,2767,1106,3,3,0.152439024390244,Singlet,Singlet,0.152439024390244,Singlet,Singlet
Cell_1766,Cell,3286,1179,3,3,0.26219512195122,Singlet,Singlet,0.26219512195122,Singlet,Singlet
Cell_1767,Cell,1791,883,7,7,0.25609756097561,Singlet,Singlet,0.25609756097561,Singlet,Singlet
Cell_1768,Cell,316,238,4,4,0.0121951219512195,Singlet,Singlet,0.0121951219512195,Singlet,Singlet
Cell_1769,Cell,2017,887,0,0,0.164634146341463,Singlet,Singlet,0.164634146341463,Singlet,Singlet
Cell_1770,Cell,2741,979,2,2,0.158536585365854,Singlet,Singlet,0.158536585365854,Singlet,Singlet
Cell_1771,Cell,2772,1097,3,3,0.189024390243902,Singlet,Singlet,0.189024390243902,Singlet,Singlet
Cell_1772,Cell,2881,1118,3,3,0.134146341463415,Singlet,Singlet,0.134146341463415,Singlet,Singlet
Cell_1773,Cell,802,490,4,4,0.0609756097560976,Singlet,Singlet,0.0609756097560976,Singlet,Singlet
Cell_1774,Cell,322,242,4,4,0.0152439024390244,Singlet,Singlet,0.0152439024390244,Singlet,Singlet
Cell_1775,Cell,5701,1552,5,5,0.347560975609756,Doublet,Singlet,0.347560975609756,Singlet,Singlet
Cell_1776,Cell,3900,1279,1,1,0.253048780487805,Singlet,Singlet,0.253048780487805,Singlet,Singlet
Cell_1777,Cell,3499,1188,1,1,0.207317073170732,Singlet,Singlet,0.207317073170732,Singlet,Singlet
Cell_1778,Cell,2003,884,0,0,0.146341463414634,Singlet,Singlet,0.146341463414634,Singlet,Singlet
Cell_1779,Cell,1662,838,7,7,0.158536585365854,Singlet,Singlet,0.158536585365854,Singlet,Singlet
Cell_1780,Cell,2463,1018,1,1,0.11890243902439,Singlet,Singlet,0.11890243902439,Singlet,Singlet
Cell_1781,Cell,625,408,4,4,0.0365853658536585,Singlet,Singlet,0.0365853658536585,Singlet,Singlet
Cell_1782,Cell,5442,1551,5,5,0.356707317073171,Doublet,Doublet,0.356707317073171,Singlet,Singlet
Cell_1783,Cell,2917,1117,1,1,0.167682926829268,Singlet,Singlet,0.167682926829268,Singlet,Singlet
Cell_1784,Cell,2555,1056,1,1,0.140243902439024,Singlet,Singlet,0.140243902439024,Singlet,Singlet
Cell_1785,Cell,3250,1141,1,1,0.161585365853659,Singlet,Singlet,0.161585365853659,Singlet,Singlet
Cell_1786,Cell,1325,602,2,2,0.0548780487804878,Singlet,Singlet,0.0548780487804878,Singlet,Singlet
Cell_1787,Cell,333,243,4,4,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_1788,Cell,2074,875,3,3,0.100609756097561,Singlet,Singlet,0.100609756097561,Singlet,Singlet
Cell_1789,Cell,2025,908,1,1,0.0945121951219512,Singlet,Singlet,0.0945121951219512,Singlet,Singlet
Cell_1790,Cell,371,265,4,4,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_1791,Cell,2593,1119,3,3,0.240853658536585,Singlet,Singlet,0.240853658536585,Singlet,Singlet
Cell_1792,Cell,2637,1079,3,3,0.149390243902439,Singlet,Singlet,0.149390243902439,Singlet,Singlet
Cell_1793,Cell,5927,1506,5,5,0.25609756097561,Singlet,Singlet,0.25609756097561,Singlet,Singlet
Cell_1794,Cell,2686,1046,3,3,0.134146341463415,Singlet,Singlet,0.134146341463415,Singlet,Singlet
Cell_1795,Cell,648,422,6,6,0.0213414634146341,Singlet,Singlet,0.0213414634146341,Singlet,Singlet
Cell_1796,Cell,2849,1110,1,1,0.155487804878049,Singlet,Singlet,0.155487804878049,Singlet,Singlet
Cell_1797,Cell,399,281,4,4,0.0152439024390244,Singlet,Singlet,0.0152439024390244,Singlet,Singlet
Cell_1798,Cell,1001,498,9,9,0.115853658536585,Singlet,Singlet,0.115853658536585,Singlet,Singlet
Cell_1799,Cell,2807,1011,0,0,0.201219512195122,Singlet,Singlet,0.201219512195122,Singlet,Singlet
Cell_1800,Cell,5160,1429,1,1,0.225609756097561,Singlet,Singlet,0.225609756097561,Singlet,Singlet
Cell_1801,Cell,4063,1268,5,5,0.164634146341463,Singlet,Singlet,0.164634146341463,Singlet,Singlet
Cell_1802,Cell,2598,980,1,1,0.11280487804878,Singlet,Singlet,0.11280487804878,Singlet,Singlet
Cell_1803,Cell,1690,774,3,3,0.100609756097561,Singlet,Singlet,0.100609756097561,Singlet,Singlet
Cell_1804,Cell,2930,1085,3,3,0.140243902439024,Singlet,Singlet,0.140243902439024,Singlet,Singlet
Cell_1805,Cell,1892,786,0,0,0.0609756097560976,Singlet,Singlet,0.0609756097560976,Singlet,Singlet
Cell_1806,Cell,2649,1048,0,0,0.259146341463415,Singlet,Singlet,0.259146341463415,Singlet,Singlet
Cell_1807,Cell,3332,1143,2,2,0.23780487804878,Singlet,Singlet,0.23780487804878,Singlet,Singlet
Cell_1808,Cell,595,398,6,6,0.0640243902439024,Singlet,Singlet,0.0640243902439024,Singlet,Singlet
Cell_1809,Cell,3427,1170,0,0,0.283536585365854,Singlet,Singlet,0.283536585365854,Singlet,Singlet
Cell_1810,Cell,3256,1086,0,0,0.25,Singlet,Singlet,0.25,Singlet,Singlet
Cell_1811,Cell,2717,1048,1,1,0.121951219512195,Singlet,Singlet,0.121951219512195,Singlet,Singlet
Cell_1812,Cell,4640,1353,5,5,0.268292682926829,Singlet,Singlet,0.268292682926829,Singlet,Singlet
Cell_1813,Cell,2830,1149,3,3,0.234756097560976,Singlet,Singlet,0.234756097560976,Singlet,Singlet
Cell_1814,Cell,2735,1114,1,1,0.161585365853659,Singlet,Singlet,0.161585365853659,Singlet,Singlet
Cell_1815,Cell,327,227,8,8,0.0548780487804878,Singlet,Singlet,0.0548780487804878,Singlet,Singlet
Cell_1816,Cell,2910,1004,2,2,0.182926829268293,Singlet,Singlet,0.182926829268293,Singlet,Singlet
Cell_1817,Cell,2112,910,1,1,0.103658536585366,Singlet,Singlet,0.103658536585366,Singlet,Singlet
Cell_1818,Cell,1029,576,7,7,0.0518292682926829,Singlet,Singlet,0.0518292682926829,Singlet,Singlet
Cell_1819,Cell,3972,1361,5,5,0.320121951219512,Singlet,Singlet,0.320121951219512,Singlet,Singlet
Cell_1820,Cell,4031,1279,0,0,0.402439024390244,Doublet,Doublet,0.402439024390244,Doublet,Doublet
Cell_1821,Cell,3519,1266,1,1,0.234756097560976,Singlet,Singlet,0.234756097560976,Singlet,Singlet
